date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:14:08	401/401	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2029%20Oct%202020%2001:44:07%20GMT	https://preview.colorlib.com/theme/sparsh/img/portfolio1.png	/home/ishant/websites/triune-sparsh/preview.colorlib.com/theme/sparsh/img/portfolio1.png	(from https://preview.colorlib.com/theme/sparsh/)
07:14:08	401/401	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2029%20Oct%202020%2001:44:07%20GMT	https://preview.colorlib.com/theme/sparsh/img/portfolio2.png	/home/ishant/websites/triune-sparsh/preview.colorlib.com/theme/sparsh/img/portfolio2.png	(from https://preview.colorlib.com/theme/sparsh/)
07:14:08	401/401	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2029%20Oct%202020%2001:44:08%20GMT	https://preview.colorlib.com/theme/sparsh/img/portfolio3.png	/home/ishant/websites/triune-sparsh/preview.colorlib.com/theme/sparsh/img/portfolio3.png	(from https://preview.colorlib.com/theme/sparsh/)
07:14:09	78748/78748	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221339c-57ec2b2331280%22	https://preview.colorlib.com/theme/sparsh/vendor/themify-icons/fonts/themify.eot?	/home/ishant/websites/triune-sparsh/preview.colorlib.com/theme/sparsh/vendor/themify-icons/fonts/themifyd41d.eot	(from https://preview.colorlib.com/theme/sparsh/vendor/themify-icons/themify-icons.css)
07:14:10	401/401	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2029%20Oct%202020%2001:44:10%20GMT	https://preview.colorlib.com/theme/sparsh/img/elements/g1.jpg	/home/ishant/websites/triune-sparsh/preview.colorlib.com/theme/sparsh/img/elements/g1.jpg	(from https://preview.colorlib.com/theme/sparsh/elements.html)
07:14:10	401/401	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2029%20Oct%202020%2001:44:10%20GMT	https://preview.colorlib.com/theme/sparsh/img/portfolio4.png	/home/ishant/websites/triune-sparsh/preview.colorlib.com/theme/sparsh/img/portfolio4.png	(from https://preview.colorlib.com/theme/sparsh/)
07:14:10	401/401	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2029%20Oct%202020%2001:44:10%20GMT	https://preview.colorlib.com/theme/sparsh/vendor/jquery/jquery-3.2.1.min.js	/home/ishant/websites/triune-sparsh/preview.colorlib.com/theme/sparsh/vendor/jquery/jquery-3.2.1.min.js	(from https://preview.colorlib.com/theme/sparsh/)
07:14:10	401/401	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2029%20Oct%202020%2001:44:10%20GMT	https://preview.colorlib.com/theme/sparsh/img/testimonial.png	/home/ishant/websites/triune-sparsh/preview.colorlib.com/theme/sparsh/img/testimonial.png	(from https://preview.colorlib.com/theme/sparsh/)
07:14:12	56108/56108	---M--	200	added ('OK')	font/woff	etag:%22db2c-57ec2b2ea2d80%22	https://preview.colorlib.com/theme/sparsh/vendor/themify-icons/fonts/themify.woff?-fvbane	/home/ishant/websites/triune-sparsh/preview.colorlib.com/theme/sparsh/vendor/themify-icons/fonts/themify9f24.woff	(from https://preview.colorlib.com/theme/sparsh/vendor/themify-icons/themify-icons.css)
07:14:12	401/401	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2029%20Oct%202020%2001:44:12%20GMT	https://preview.colorlib.com/theme/sparsh/img/elements/g2.jpg	/home/ishant/websites/triune-sparsh/preview.colorlib.com/theme/sparsh/img/elements/g2.jpg	(from https://preview.colorlib.com/theme/sparsh/elements.html)
07:14:12	401/401	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2029%20Oct%202020%2001:44:12%20GMT	https://preview.colorlib.com/theme/sparsh/img/elements/g3.jpg	/home/ishant/websites/triune-sparsh/preview.colorlib.com/theme/sparsh/img/elements/g3.jpg	(from https://preview.colorlib.com/theme/sparsh/elements.html)
07:14:12	401/401	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2029%20Oct%202020%2001:44:12%20GMT	https://preview.colorlib.com/theme/sparsh/img/elements/g4.jpg	/home/ishant/websites/triune-sparsh/preview.colorlib.com/theme/sparsh/img/elements/g4.jpg	(from https://preview.colorlib.com/theme/sparsh/elements.html)
07:14:12	401/401	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2029%20Oct%202020%2001:44:12%20GMT	https://preview.colorlib.com/theme/sparsh/img/elements/g6.jpg	/home/ishant/websites/triune-sparsh/preview.colorlib.com/theme/sparsh/img/elements/g6.jpg	(from https://preview.colorlib.com/theme/sparsh/elements.html)
07:14:13	78584/78584	---M--	200	added ('OK')	font/ttf	etag:%22132f8-57ec2b2bc66c0%22	https://preview.colorlib.com/theme/sparsh/vendor/themify-icons/fonts/themify.ttf?-fvbane	/home/ishant/websites/triune-sparsh/preview.colorlib.com/theme/sparsh/vendor/themify-icons/fonts/themify9f24.ttf	(from https://preview.colorlib.com/theme/sparsh/vendor/themify-icons/themify-icons.css)
07:14:14	401/401	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2029%20Oct%202020%2001:44:14%20GMT	https://preview.colorlib.com/theme/sparsh/img/blog/feature-img1.jpg	/home/ishant/websites/triune-sparsh/preview.colorlib.com/theme/sparsh/img/blog/feature-img1.jpg	(from https://preview.colorlib.com/theme/sparsh/blog.html)
07:14:14	401/401	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2029%20Oct%202020%2001:44:14%20GMT	https://preview.colorlib.com/theme/sparsh/img/blog/feature-img3.jpg	/home/ishant/websites/triune-sparsh/preview.colorlib.com/theme/sparsh/img/blog/feature-img3.jpg	(from https://preview.colorlib.com/theme/sparsh/blog.html)
07:14:14	401/401	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2029%20Oct%202020%2001:44:14%20GMT	https://preview.colorlib.com/theme/sparsh/img/elements/g8.jpg	/home/ishant/websites/triune-sparsh/preview.colorlib.com/theme/sparsh/img/elements/g8.jpg	(from https://preview.colorlib.com/theme/sparsh/elements.html)
07:14:14	401/401	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2029%20Oct%202020%2001:44:14%20GMT	https://preview.colorlib.com/theme/sparsh/img/elements/g7.jpg	/home/ishant/websites/triune-sparsh/preview.colorlib.com/theme/sparsh/img/elements/g7.jpg	(from https://preview.colorlib.com/theme/sparsh/elements.html)
07:14:16	234269/234269	---M--	200	added ('OK')	image/svg+xml	etag:%223931d-57ec2b2cba900%22	https://preview.colorlib.com/theme/sparsh/vendor/themify-icons/fonts/themify.svg?-fvbane	/home/ishant/websites/triune-sparsh/preview.colorlib.com/theme/sparsh/vendor/themify-icons/fonts/themify9f24.svg	(from https://preview.colorlib.com/theme/sparsh/vendor/themify-icons/themify-icons.css)
07:14:21	401/401	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2029%20Oct%202020%2001:44:16%20GMT	https://preview.colorlib.com/theme/sparsh/img/blog/post-img2.jpg	/home/ishant/websites/triune-sparsh/preview.colorlib.com/theme/sparsh/img/blog/post-img2.jpg	(from https://preview.colorlib.com/theme/sparsh/blog-single.html)
07:14:21	401/401	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2029%20Oct%202020%2001:44:16%20GMT	https://preview.colorlib.com/theme/sparsh/vendor/themify-icons/fonts/themify.eot?	/home/ishant/websites/triune-sparsh/preview.colorlib.com/theme/sparsh/vendor/themify-icons/fonts/themifyd41d.eot	(from https://preview.colorlib.com/theme/sparsh/vendor/themify-icons/themify-icons.css)
07:14:21	401/401	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2029%20Oct%202020%2001:44:16%20GMT	https://preview.colorlib.com/theme/sparsh/vendor/themify-icons/fonts/themify.woff?-fvbane	/home/ishant/websites/triune-sparsh/preview.colorlib.com/theme/sparsh/vendor/themify-icons/fonts/themify9f24.woff	(from https://preview.colorlib.com/theme/sparsh/vendor/themify-icons/themify-icons.css)
07:14:22	401/401	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2029%20Oct%202020%2001:44:17%20GMT	https://preview.colorlib.com/theme/sparsh/vendor/themify-icons/fonts/themify.ttf?-fvbane	/home/ishant/websites/triune-sparsh/preview.colorlib.com/theme/sparsh/vendor/themify-icons/fonts/themify9f24.ttf	(from https://preview.colorlib.com/theme/sparsh/vendor/themify-icons/themify-icons.css)
07:14:22	55820/55820	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22eca085a388331445b2914d18ec98276b%22	https://cdn.linearicons.com/free/1.0.0/Linearicons-Free.eot	/home/ishant/websites/triune-sparsh/cdn.linearicons.com/free/1.0.0/Linearicons-Free.eot	(from https://cdn.linearicons.com/free/1.0.0/icon-font.min.css)
07:14:25	139825/139825	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22734248d027cbaac7f03c0d931ec95593%22	https://use.fontawesome.com/releases/v5.6.3/webfonts/fa-regular-400.svg	/home/ishant/websites/triune-sparsh/use.fontawesome.com/releases/v5.6.3/webfonts/fa-regular-400.svg	(from https://use.fontawesome.com/releases/v5.6.3/css/all.css)
07:14:27	749737/749737	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22fef43c1fd872ef7f1880483d9b63ccf2%22	https://use.fontawesome.com/releases/v5.6.3/webfonts/fa-brands-400.svg	/home/ishant/websites/triune-sparsh/use.fontawesome.com/releases/v5.6.3/webfonts/fa-brands-400.svg	(from https://use.fontawesome.com/releases/v5.6.3/css/all.css)
07:14:28	283/283	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2029%20Oct%202020%2001:44:28%20GMT	https://preview.colorlib.com/theme/sparsh/vendor/owl-carousel/owl.video.play.png	/home/ishant/websites/triune-sparsh/preview.colorlib.com/theme/sparsh/vendor/owl-carousel/owl.video.play.4f.delayed	(from https://preview.colorlib.com/theme/sparsh/vendor/owl-carousel/owl.carousel.min.css)
07:14:29	794054/794054	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2227603739fe78fee587c7b84873475b61%22	https://use.fontawesome.com/releases/v5.6.3/webfonts/fa-solid-900.svg	/home/ishant/websites/triune-sparsh/use.fontawesome.com/releases/v5.6.3/webfonts/fa-solid-900.svg	(from https://use.fontawesome.com/releases/v5.6.3/css/all.css)
07:14:30	1525930/1525930	---M--	200	added ('OK')	image/png	etag:%221748aa-57ec2a1088a80%22	https://preview.colorlib.com/theme/sparsh/img/project-bg.png	/home/ishant/websites/triune-sparsh/preview.colorlib.com/theme/sparsh/img/project-bg.png	(from https://preview.colorlib.com/theme/sparsh/css/style.css)
07:14:30	1661/1661	---M--	200	added ('OK')	image/png	etag:%2267d-57ec2a571b100%22	https://preview.colorlib.com/theme/sparsh/img/elements/primary-check.png	/home/ishant/websites/triune-sparsh/preview.colorlib.com/theme/sparsh/img/elements/primary-check.png	(from https://preview.colorlib.com/theme/sparsh/css/style.css)
07:14:31	1205/1205	---M--	200	added ('OK')	image/png	etag:%224b5-57ec2a580f340%22	https://preview.colorlib.com/theme/sparsh/img/elements/success-check.png	/home/ishant/websites/triune-sparsh/preview.colorlib.com/theme/sparsh/img/elements/success-check.png	(from https://preview.colorlib.com/theme/sparsh/css/style.css)
07:14:32	1910841/1910841	---M--	200	added ('OK')	image/jpeg	etag:%221d2839-57ec2a30f5700%22	https://preview.colorlib.com/theme/sparsh/img/blog/blog-home-banner.jpg	/home/ishant/websites/triune-sparsh/preview.colorlib.com/theme/sparsh/img/blog/blog-home-banner.jpg	(from https://preview.colorlib.com/theme/sparsh/css/style.css)
07:14:32	401/401	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2029%20Oct%202020%2001:44:32%20GMT	https://preview.colorlib.com/theme/sparsh/img/elements/primary-check.png	/home/ishant/websites/triune-sparsh/preview.colorlib.com/theme/sparsh/img/elements/primary-check.png	(from https://preview.colorlib.com/theme/sparsh/css/style.css)
07:14:33	1249/1249	---M--	200	added ('OK')	image/png	etag:%224e1-57ec2a4408400%22	https://preview.colorlib.com/theme/sparsh/img/elements/disabled-check.png	/home/ishant/websites/triune-sparsh/preview.colorlib.com/theme/sparsh/img/elements/disabled-check.png	(from https://preview.colorlib.com/theme/sparsh/css/style.css)
07:14:33	1284/1284	---M--	200	added ('OK')	image/png	etag:%22504-57ec2a580f340%22	https://preview.colorlib.com/theme/sparsh/img/elements/primary-radio.png	/home/ishant/websites/triune-sparsh/preview.colorlib.com/theme/sparsh/img/elements/primary-radio.png	(from https://preview.colorlib.com/theme/sparsh/css/style.css)
07:14:34	1209/1209	---M--	200	added ('OK')	image/png	etag:%224b9-57ec2a5903580%22	https://preview.colorlib.com/theme/sparsh/img/elements/success-radio.png	/home/ishant/websites/triune-sparsh/preview.colorlib.com/theme/sparsh/img/elements/success-radio.png	(from https://preview.colorlib.com/theme/sparsh/css/style.css)
07:14:35	401/401	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2029%20Oct%202020%2001:44:35%20GMT	https://preview.colorlib.com/theme/sparsh/img/elements/disabled-check.png	/home/ishant/websites/triune-sparsh/preview.colorlib.com/theme/sparsh/img/elements/disabled-check.png	(from https://preview.colorlib.com/theme/sparsh/css/style.css)
07:14:36	1173/1173	---M--	200	added ('OK')	image/png	etag:%22495-57ec2a44fc640%22	https://preview.colorlib.com/theme/sparsh/img/elements/disabled-radio.png	/home/ishant/websites/triune-sparsh/preview.colorlib.com/theme/sparsh/img/elements/disabled-radio.png	(from https://preview.colorlib.com/theme/sparsh/css/style.css)
07:14:36	401/401	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2029%20Oct%202020%2001:44:36%20GMT	https://preview.colorlib.com/theme/sparsh/img/elements/primary-radio.png	/home/ishant/websites/triune-sparsh/preview.colorlib.com/theme/sparsh/img/elements/primary-radio.png	(from https://preview.colorlib.com/theme/sparsh/css/style.css)
07:14:38	401/401	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Thu,%2029%20Oct%202020%2001:44:37%20GMT	https://preview.colorlib.com/theme/sparsh/img/elements/disabled-radio.png	/home/ishant/websites/triune-sparsh/preview.colorlib.com/theme/sparsh/img/elements/disabled-radio.png	(from https://preview.colorlib.com/theme/sparsh/css/style.css)
07:14:38	888248/888248	---M--	200	added ('OK')	image/png	etag:%22d8db8-57ec28f26e780%22	https://preview.colorlib.com/theme/sparsh/img/footer-bg.png	/home/ishant/websites/triune-sparsh/preview.colorlib.com/theme/sparsh/img/footer-bg.png	(from https://preview.colorlib.com/theme/sparsh/css/style.css)
07:14:38	22060/22060	---M--	200	added ('OK')	text/html	etag:%22562c-57ec28a15e840%22	https://preview.colorlib.com/theme/sparsh/blog-single.html	/home/ishant/websites/triune-sparsh/preview.colorlib.com/theme/sparsh/blog-single.html	(from https://preview.colorlib.com/theme/sparsh/blog.html)
07:14:39	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Thu,%2029%20Oct%202020%2001:44:39%20GMT	https://cdn.linearicons.com/robots.txt		(from https://cdn.linearicons.com/free/1.0.0/icon-font.min.css)
